id,city,city_tier,age_group,fd_amount_l,fd_count,days_left,last_login_days,n_signals,has_early_withdrawal,has_no_login,has_competitor_browse,has_safety_check,has_support_ticket,has_rate_compare,has_mf_browse,has_stocks_search,persona,outcome,risk_score,urgency
3678,Kochi,2,mid,1.4,3,11,22,2,0,0,0,1,0,1,0,0,Protector,Upgrade,15,21
3679,Vadodara,2,mid,1.62,2,26,11,2,0,0,0,1,0,1,0,0,Protector,Renew,15,9
3680,Vadodara,2,mid,1.4,1,13,45,2,0,1,0,1,0,0,0,0,Exiter,Churn,37,33
3681,Mysuru,3,mid,2.17,1,30,5,1,0,0,0,0,0,1,0,0,Protector,Renew,7,9
3682,Mumbai,1,mid,12.46,1,27,1,3,1,0,0,1,0,1,0,0,Protector,Renew,38,33
3683,Hyderabad,1,young,2.94,4,19,58,4,1,1,0,1,0,1,0,0,Exiter,Churn,69,66
3684,Ahmedabad,1,mid,2.46,2,27,20,4,0,0,1,1,0,0,1,1,Optimizer,Upgrade,22,20
3685,Kolkata,1,mid,10.0,1,20,12,1,0,0,0,1,0,0,0,0,Protector,Renew,4,1
3686,Agra,3,young,2.46,1,24,4,2,0,0,0,1,0,1,0,0,Protector,Upgrade,12,16
3687,Chennai,1,senior,7.23,1,1,34,4,0,1,0,1,1,0,0,1,Exiter,Churn,66,67
3688,Surat,3,mid,2.61,1,28,8,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,10,10
3689,Ahmedabad,1,young,1.76,3,30,58,2,0,1,0,0,1,0,0,0,Exiter,Churn,47,47
3690,Trivandrum,3,mid,1.49,1,11,54,2,0,1,0,1,0,0,0,0,Exiter,Churn,38,35
3691,Delhi,1,young,31.78,2,11,7,1,0,0,0,1,0,0,0,0,Protector,Renew,16,12
3692,Patna,3,young,0.89,1,14,16,1,0,0,0,1,0,0,0,0,Protector,Renew,12,11
3693,Indore,2,mid,2.32,3,11,59,3,1,1,0,1,0,0,0,0,Exiter,Withdraw,73,75
3694,Trivandrum,3,young,1.42,1,4,45,3,0,1,0,1,0,0,1,0,Exiter,Churn,46,44
3695,Mumbai,1,young,4.64,2,2,19,2,0,0,0,0,1,1,0,0,Anxious Saver,Withdraw,42,40
3696,Delhi,1,mid,14.0,2,4,18,3,1,0,0,1,0,1,0,0,Exiter,Churn,50,46
3697,Pune,1,mid,2.68,2,27,5,0,0,0,0,0,0,0,0,0,Protector,Upgrade,0,0
3698,Bengaluru,1,mid,2.32,2,2,10,1,0,0,0,1,0,0,0,0,Protector,Renew,24,22
3699,Patna,3,senior,2.25,3,21,37,1,0,0,0,1,0,0,0,0,Protector,Renew,16,19
3700,Nagpur,2,young,5.4,1,15,20,3,0,0,0,1,0,1,1,0,Optimizer,Renew,12,9
3701,Mumbai,1,mid,1.16,2,17,3,1,0,0,0,0,0,1,0,0,Protector,Renew,8,7
3702,Hyderabad,1,senior,4.39,1,19,1,1,0,0,0,0,0,1,0,0,Optimizer,Renew,1,0
3703,Chennai,1,young,3.37,1,30,6,1,0,0,0,1,0,0,0,0,Protector,Renew,3,2
3704,Mumbai,1,mid,1.73,1,7,5,1,0,0,1,0,0,0,0,0,Exiter,Withdraw,31,30
3705,Surat,3,young,0.51,1,30,8,2,1,0,0,1,0,0,0,0,Protector,Upgrade,33,32
3706,Pune,1,young,6.93,3,14,7,2,1,0,0,1,0,0,0,0,Protector,Upgrade,44,44
3707,Trivandrum,3,young,0.84,1,7,12,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,36,33
3708,Patna,3,senior,0.89,1,23,27,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,19,18
3709,Kolkata,1,mid,11.15,2,30,9,1,0,0,0,1,0,0,0,0,Protector,Renew,8,2
3710,Chennai,1,mid,3.49,1,9,3,3,0,0,1,1,1,0,0,0,Protector,Withdraw,38,42
3711,Kolkata,1,mid,3.22,3,14,2,0,0,0,0,0,0,0,0,0,Protector,Renew,12,13
3712,Chennai,1,senior,1.0,1,24,4,1,0,0,0,1,0,0,0,0,Protector,Renew,8,13
3713,Jaipur,2,mid,2.58,4,23,2,2,0,0,0,0,0,1,0,1,Optimizer,Upgrade,8,7
3714,Kochi,2,senior,3.02,2,3,17,3,0,0,0,1,0,1,0,1,Optimizer,Renew,31,37
3715,Pune,1,young,2.91,2,1,41,3,0,1,1,0,0,1,0,0,Exiter,Withdraw,77,81
3716,Hyderabad,1,senior,10.19,1,18,3,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,6,3
3717,Ahmedabad,1,young,5.52,1,4,1,2,0,0,1,0,0,0,1,0,Exiter,Withdraw,30,35
3718,Bengaluru,1,mid,3.08,2,11,1,2,0,0,0,1,0,1,0,0,Protector,Renew,16,9
3719,Allahabad,3,senior,1.95,2,21,2,2,0,0,0,1,0,1,0,0,Protector,Withdraw,20,14
3720,Surat,3,young,3.45,2,5,28,4,1,1,0,1,0,1,0,0,Exiter,Churn,73,72
3721,Lucknow,2,young,3.52,3,4,2,1,0,0,0,1,0,0,0,0,Protector,Withdraw,23,27
3722,Hyderabad,1,mid,3.69,1,4,27,2,0,1,0,0,0,0,1,0,Exiter,Churn,35,33
3723,Bengaluru,1,mid,1.7,2,4,46,3,1,1,0,1,0,0,0,0,Exiter,Churn,77,83
3724,Pune,1,mid,3.17,2,25,4,0,0,0,0,0,0,0,0,0,Protector,Renew,2,0
3725,Surat,3,mid,1.42,1,28,4,1,0,0,0,1,0,0,0,0,Protector,Renew,10,8
3726,Allahabad,3,young,0.83,1,17,59,3,0,1,0,0,0,0,1,1,Optimizer,Upgrade,24,16
3727,Jaipur,2,mid,6.83,2,14,42,2,0,1,0,1,0,0,0,0,Exiter,Churn,46,39
3728,Allahabad,3,mid,1.16,1,9,1,1,0,0,0,1,0,0,0,0,Protector,Renew,9,8
3729,Kochi,2,mid,2.68,2,9,1,1,0,0,0,1,0,0,0,0,Protector,Upgrade,14,17
3730,Mumbai,1,young,5.3,1,3,33,2,0,0,1,1,0,0,0,0,Exiter,Withdraw,54,46
3731,Mumbai,1,young,8.13,1,8,7,3,1,0,0,1,0,0,0,1,Protector,Renew,31,33
3732,Bengaluru,1,senior,3.29,1,7,6,3,1,0,0,1,0,1,0,0,Exiter,Withdraw,55,59
3733,Chennai,1,mid,2.06,3,10,18,1,1,0,0,0,0,0,0,0,Anxious Saver,Withdraw,39,40
3734,Kolkata,1,mid,2.29,1,1,3,1,0,0,0,1,0,0,0,0,Protector,Renew,25,25
3735,Coimbatore,2,senior,6.32,3,7,54,2,1,1,0,0,0,0,0,0,Exiter,Withdraw,76,69
3736,Lucknow,2,mid,6.28,3,23,11,2,0,0,0,1,0,1,0,0,Protector,Renew,16,16
3737,Hyderabad,1,mid,1.37,4,26,6,2,0,0,0,1,0,1,0,0,Protector,Renew,10,12
3738,Bengaluru,1,senior,6.32,3,9,2,3,1,0,1,0,0,1,0,0,Exiter,Churn,52,49
3739,Jaipur,2,senior,3.04,2,14,20,2,0,0,1,1,0,0,0,0,Protector,Renew,39,38
3740,Indore,2,mid,1.11,1,6,2,2,1,0,0,0,0,1,0,0,Exiter,Churn,50,55
3741,Vadodara,2,mid,4.22,2,21,11,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
3742,Bhopal,3,mid,1.37,1,10,11,2,0,0,0,1,0,0,0,1,Protector,Renew,10,7
3743,Coimbatore,2,mid,2.84,3,25,2,1,0,0,0,0,0,1,0,0,Optimizer,Renew,14,12
3744,Chennai,1,young,3.33,3,3,5,2,0,0,0,1,0,0,1,0,Protector,Renew,19,21
3745,Mumbai,1,young,3.48,4,28,7,1,0,0,1,0,0,0,0,0,Protector,Renew,18,16
3746,Indore,2,senior,6.34,2,8,50,4,1,1,0,0,1,0,0,1,Exiter,Churn,70,61
3747,Mysuru,3,young,0.96,3,3,15,2,1,0,0,0,1,0,0,0,Exiter,Churn,57,53
3748,Ahmedabad,1,young,3.51,1,18,40,3,1,1,0,1,0,0,0,0,Exiter,Withdraw,63,59
3749,Hyderabad,1,mid,6.22,1,20,6,3,0,0,0,1,1,1,0,0,Anxious Saver,Withdraw,28,27
3750,Delhi,1,young,5.34,2,13,2,1,1,0,0,0,0,0,0,0,Exiter,Churn,32,29
3751,Chennai,1,mid,2.65,2,17,3,2,0,0,0,1,1,0,0,0,Protector,Upgrade,12,11
3752,Kolkata,1,senior,10.88,1,2,12,4,1,0,0,1,1,1,0,0,Anxious Saver,Renew,67,68
3753,Pune,1,mid,2.55,2,10,3,3,1,0,0,1,0,1,0,0,Protector,Renew,49,50
3754,Lucknow,2,mid,4.86,1,24,15,1,0,0,0,1,0,0,0,0,Protector,Renew,9,10
3755,Allahabad,3,mid,1.01,4,12,22,1,0,0,0,1,0,0,0,0,Protector,Renew,16,14
3756,Coimbatore,2,mid,5.11,2,30,16,3,1,0,0,1,1,0,0,0,Anxious Saver,Renew,52,49
3757,Chennai,1,young,3.22,1,10,1,2,0,0,0,0,1,1,0,0,Protector,Renew,28,26
3758,Indore,2,mid,3.93,1,2,3,3,1,0,0,1,1,0,0,0,Anxious Saver,Renew,59,59
3759,Bengaluru,1,mid,5.53,2,25,8,1,0,0,0,1,0,0,0,0,Protector,Renew,0,0
3760,Surat,3,mid,2.88,1,7,58,2,0,1,0,1,0,0,0,0,Exiter,Churn,53,57
3761,Kochi,2,senior,7.05,2,11,11,1,0,0,1,0,0,0,0,0,Protector,Renew,27,24
3762,Kochi,2,mid,4.8,1,2,4,2,1,0,0,0,0,1,0,0,Exiter,Churn,51,47
3763,Indore,2,mid,4.75,1,6,2,4,1,0,1,1,1,0,0,0,Exiter,Churn,77,76
3764,Delhi,1,senior,3.46,3,14,7,1,0,0,0,1,0,0,0,0,Protector,Withdraw,9,8
3765,Chandigarh,2,mid,0.86,2,25,10,2,0,0,0,0,1,1,0,0,Anxious Saver,Renew,14,15
3766,Hyderabad,1,senior,2.74,1,26,11,2,1,0,0,0,0,1,0,0,Exiter,Withdraw,31,28
3767,Surat,3,mid,1.59,1,26,38,3,0,1,0,1,0,0,1,0,Exiter,Churn,24,27
3768,Indore,2,mid,2.47,1,17,10,3,0,0,0,1,0,1,0,1,Protector,Renew,10,7
3769,Chandigarh,2,young,2.27,2,5,15,2,1,0,1,0,0,0,0,0,Exiter,Churn,70,69
3770,Chennai,1,mid,1.51,1,17,8,2,1,0,0,1,0,0,0,0,Protector,Withdraw,28,29
3771,Vadodara,2,young,8.91,1,26,1,1,0,0,0,1,0,0,0,0,Protector,Renew,1,0
3772,Mumbai,1,mid,2.97,1,6,2,1,0,0,1,0,0,0,0,0,Protector,Renew,32,33
3773,Mysuru,3,young,0.51,1,17,6,2,0,0,0,1,0,0,1,0,Protector,Withdraw,0,0
3774,Vadodara,2,mid,3.7,1,10,4,0,0,0,0,0,0,0,0,0,Protector,Upgrade,9,14
3775,Kochi,2,young,1.38,2,14,13,2,0,0,0,0,0,1,0,1,Optimizer,Upgrade,7,5
3776,Chennai,1,mid,20.67,1,18,42,3,0,1,0,1,0,1,0,0,Exiter,Churn,42,42
3777,Varanasi,3,senior,0.6,3,6,15,2,1,0,0,0,1,0,0,0,Exiter,Churn,56,54
3778,Jaipur,2,mid,2.69,1,17,3,3,1,0,0,1,0,0,0,1,Protector,Renew,29,25
3779,Pune,1,senior,8.98,3,7,58,4,1,1,0,1,0,1,0,0,Exiter,Churn,84,83
3780,Pune,1,senior,2.85,2,11,34,3,0,0,0,1,1,1,0,0,Anxious Saver,Churn,37,38
3781,Ahmedabad,1,mid,1.76,3,5,13,5,1,0,1,1,0,1,0,1,Exiter,Withdraw,63,63
3782,Coimbatore,2,mid,6.97,1,24,9,3,0,0,0,0,1,1,0,1,Optimizer,Upgrade,19,19
3783,Delhi,1,senior,3.22,1,7,41,2,0,1,0,1,0,0,0,0,Exiter,Withdraw,52,56
3784,Chennai,1,young,5.82,2,26,6,3,1,0,0,1,0,0,1,0,Protector,Upgrade,18,17
3785,Nagpur,2,senior,1.63,1,14,4,0,0,0,0,0,0,0,0,0,Protector,Renew,8,11
3786,Vadodara,2,mid,2.36,2,24,3,1,0,0,0,1,0,0,0,0,Protector,Renew,7,4
3787,Pune,1,mid,7.86,1,22,9,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,28,30
3788,Surat,3,young,1.57,1,22,12,4,0,0,0,1,1,1,1,0,Anxious Saver,Withdraw,14,20
3789,Hyderabad,1,senior,6.52,1,16,7,1,0,0,0,0,1,0,0,0,Protector,Renew,18,13
3790,Nagpur,2,senior,1.88,1,29,1,1,0,0,0,0,0,0,0,1,Protector,Renew,0,0
3791,Agra,3,young,0.75,1,18,10,0,0,0,0,0,0,0,0,0,Protector,Renew,3,8
3792,Indore,2,senior,6.98,2,24,14,2,1,0,0,0,0,1,0,0,Exiter,Churn,29,29
3793,Mysuru,3,senior,2.17,3,4,9,2,0,0,0,1,0,1,0,0,Protector,Renew,26,23
3794,Delhi,1,senior,4.75,1,6,13,2,0,0,0,0,0,1,1,0,Optimizer,Withdraw,20,16
3795,Delhi,1,mid,0.66,2,27,8,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,13,15
3796,Chandigarh,2,mid,5.72,1,10,21,0,0,0,0,0,0,0,0,0,Exiter,Withdraw,4,2
3797,Mumbai,1,mid,1.52,4,1,19,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,32,29
3798,Mumbai,1,young,4.88,3,22,8,0,0,0,0,0,0,0,0,0,Protector,Renew,3,1
3799,Patna,3,mid,0.86,1,3,9,3,1,0,1,1,0,0,0,0,Exiter,Churn,67,63
3800,Mysuru,3,senior,2.26,2,10,46,2,0,0,0,1,0,1,0,0,Protector,Renew,30,33
3801,Hyderabad,1,senior,3.66,2,26,2,2,1,0,0,1,0,0,0,0,Protector,Upgrade,26,23
3802,Mysuru,3,mid,1.86,2,20,13,1,0,0,0,1,0,0,0,0,Protector,Renew,7,1
3803,Kolkata,1,senior,14.99,2,22,47,1,0,1,0,0,0,0,0,0,Exiter,Withdraw,32,31
3804,Mumbai,1,mid,3.54,3,22,19,2,1,0,0,1,0,0,0,0,Anxious Saver,Withdraw,31,31
3805,Delhi,1,young,2.67,4,29,8,1,0,0,0,1,0,0,0,0,Protector,Renew,7,8
3806,Indore,2,senior,3.43,1,8,4,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,8,8
3807,Allahabad,3,mid,1.59,3,27,3,2,0,0,0,1,0,0,0,1,Protector,Renew,1,2
3808,Agra,3,mid,2.12,2,30,3,1,0,0,1,0,0,0,0,0,Protector,Renew,20,21
3809,Hyderabad,1,senior,2.11,2,6,1,3,0,0,0,1,1,0,1,0,Protector,Renew,22,18
3810,Delhi,1,young,3.75,2,21,1,2,1,0,0,1,0,0,0,0,Protector,Renew,29,30
3811,Varanasi,3,senior,1.25,4,20,5,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
3812,Coimbatore,2,mid,1.28,1,16,1,2,0,0,0,1,0,1,0,0,Protector,Renew,9,14
3813,Mysuru,3,senior,3.48,5,8,4,4,1,0,1,1,0,1,0,0,Exiter,Churn,62,63
3814,Ahmedabad,1,senior,2.92,4,16,1,1,0,0,0,0,0,0,0,1,Optimizer,Upgrade,0,0
3815,Kochi,2,mid,3.3,2,11,2,1,0,0,0,0,0,0,0,1,Optimizer,Renew,5,6
3816,Coimbatore,2,young,2.96,2,12,2,0,0,0,0,0,0,0,0,0,Protector,Renew,4,4
3817,Mysuru,3,mid,0.72,2,14,2,3,1,0,0,1,0,1,0,0,Protector,Renew,43,39
3818,Delhi,1,mid,3.58,1,14,5,2,0,0,0,1,0,1,0,0,Protector,Renew,14,14
3819,Mumbai,1,young,6.6,2,2,20,2,1,0,1,0,0,0,0,0,Exiter,Withdraw,74,69
3820,Pune,1,senior,7.36,1,15,15,2,0,0,0,1,0,1,0,0,Protector,Renew,20,18
3821,Bengaluru,1,young,1.33,1,3,2,4,0,0,1,1,1,0,0,1,Anxious Saver,Renew,53,51
3822,Kolkata,1,mid,3.17,1,5,48,2,0,1,0,0,1,0,0,0,Exiter,Churn,52,51
3823,Agra,3,mid,1.26,2,26,6,2,1,0,0,0,1,0,0,0,Anxious Saver,Renew,36,35
3824,Bengaluru,1,mid,3.46,1,24,31,3,0,1,0,1,0,0,0,1,Exiter,Withdraw,33,33
3825,Mumbai,1,young,2.81,1,18,1,2,0,0,0,1,0,0,1,0,Protector,Renew,2,2
3826,Bengaluru,1,mid,3.16,1,5,50,4,1,1,1,0,0,1,0,0,Exiter,Withdraw,100,92
3827,Vadodara,2,mid,1.78,2,1,16,1,0,0,0,1,0,0,0,0,Protector,Withdraw,30,35
3828,Mysuru,3,mid,1.84,3,29,5,0,0,0,0,0,0,0,0,0,Protector,Renew,3,1
3829,Chennai,1,mid,7.11,2,20,11,2,1,0,0,0,0,1,0,0,Exiter,Withdraw,40,33
3830,Kolkata,1,mid,13.35,1,26,9,2,0,0,0,1,1,0,0,0,Anxious Saver,Churn,20,22
3831,Trivandrum,3,mid,1.84,1,10,39,3,0,1,0,1,0,1,0,0,Exiter,Withdraw,38,37
3832,Trivandrum,3,senior,2.16,1,15,2,1,0,0,0,0,0,1,0,0,Protector,Renew,2,4
3833,Kolkata,1,young,4.06,4,13,31,3,0,1,0,1,0,1,0,0,Exiter,Churn,53,48
3834,Delhi,1,mid,11.25,2,14,18,2,1,0,0,0,1,0,0,0,Anxious Saver,Withdraw,44,44
3835,Trivandrum,3,senior,2.44,2,21,4,2,1,0,0,0,0,1,0,0,Exiter,Churn,27,32
3836,Chennai,1,young,4.96,1,3,26,5,1,1,0,1,0,1,0,1,Exiter,Churn,81,86
3837,Ahmedabad,1,young,25.38,1,22,12,4,0,0,1,1,0,1,1,0,Protector,Renew,23,23
3838,Mysuru,3,mid,1.23,1,2,39,5,1,1,1,1,1,0,0,0,Exiter,Withdraw,100,100
3839,Agra,3,senior,1.33,1,12,1,1,1,0,0,0,0,0,0,0,Exiter,Churn,31,31
3840,Mysuru,3,senior,3.73,3,7,6,0,0,0,0,0,0,0,0,0,Protector,Upgrade,16,18
3841,Chennai,1,mid,10.92,2,7,54,3,0,1,1,1,0,0,0,0,Exiter,Churn,78,72
3842,Jaipur,2,mid,2.59,2,7,6,2,1,0,0,0,0,1,0,0,Exiter,Churn,45,48
3843,Trivandrum,3,mid,1.72,1,18,2,3,0,0,0,0,1,0,1,1,Optimizer,Renew,0,6
3844,Bengaluru,1,mid,2.7,1,2,40,4,1,1,0,0,1,0,1,0,Exiter,Churn,84,77
3845,Hyderabad,1,senior,0.85,1,4,16,3,0,0,0,1,0,0,1,1,Optimizer,Renew,14,17
3846,Ahmedabad,1,senior,2.37,1,8,2,1,0,0,0,0,0,0,1,0,Optimizer,Withdraw,1,0
3847,Bengaluru,1,mid,2.11,3,3,12,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,45,40
3848,Chennai,1,mid,2.53,1,26,8,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
3849,Kolkata,1,mid,3.88,2,7,2,2,1,0,0,0,0,1,0,0,Exiter,Churn,43,41
3850,Nagpur,2,mid,1.4,1,28,11,2,0,0,0,1,0,1,0,0,Protector,Renew,10,7
3851,Jaipur,2,mid,1.3,2,15,50,2,0,1,0,0,0,1,0,0,Exiter,Churn,38,36
3852,Lucknow,2,mid,2.47,2,14,2,0,0,0,0,0,0,0,0,0,Protector,Renew,6,8
3853,Indore,2,mid,4.17,1,20,9,2,1,0,0,1,0,0,0,0,Protector,Renew,30,27
3854,Patna,3,mid,2.54,1,4,11,1,1,0,0,0,0,0,0,0,Exiter,Churn,39,40
3855,Mumbai,1,young,11.3,3,30,5,2,1,0,0,1,0,0,0,0,Protector,Renew,31,28
3856,Kolkata,1,mid,2.89,1,22,18,2,1,0,0,0,0,0,0,1,Exiter,Churn,26,18
3857,Ahmedabad,1,senior,2.87,1,9,36,2,0,1,0,1,0,0,0,0,Exiter,Withdraw,47,44
3858,Bengaluru,1,senior,1.63,3,24,8,3,0,0,0,1,1,1,0,0,Anxious Saver,Churn,25,28
3859,Bengaluru,1,mid,1.67,3,8,4,4,1,0,0,1,0,1,1,0,Optimizer,Upgrade,36,38
3860,Delhi,1,young,5.49,1,12,16,0,0,0,0,0,0,0,0,0,Protector,Renew,11,13
3861,Vadodara,2,senior,2.56,1,29,12,1,0,0,0,0,0,1,0,0,Protector,Renew,11,10
3862,Bengaluru,1,mid,2.2,1,6,43,4,1,1,0,0,1,0,1,0,Exiter,Churn,76,73
3863,Vadodara,2,mid,1.87,1,19,41,3,1,1,0,1,0,0,0,0,Exiter,Churn,63,61
3864,Kolkata,1,mid,2.74,2,29,8,4,1,0,0,1,0,1,0,1,Optimizer,Upgrade,32,31
3865,Pune,1,mid,5.12,1,30,6,4,1,0,0,1,1,0,0,1,Anxious Saver,Withdraw,40,39
3866,Patna,3,mid,0.82,1,26,4,4,1,0,1,1,0,0,1,0,Exiter,Churn,45,44
3867,Mumbai,1,young,8.85,3,15,15,3,0,0,1,1,0,1,0,0,Protector,Renew,40,40
3868,Bengaluru,1,mid,8.1,2,27,26,1,0,0,0,0,0,1,0,0,Exiter,Withdraw,17,17
3869,Lucknow,2,young,4.21,5,20,11,2,0,0,0,1,0,0,0,1,Protector,Withdraw,3,2
3870,Nagpur,2,mid,1.87,3,16,3,3,0,0,0,1,0,1,0,1,Protector,Renew,4,5
3871,Ahmedabad,1,young,3.69,1,2,4,3,1,0,0,1,0,0,0,1,Exiter,Churn,55,58
3872,Ahmedabad,1,mid,7.37,1,11,38,2,1,0,0,1,0,0,0,0,Exiter,Churn,45,48
3873,Kolkata,1,senior,14.99,2,9,5,0,0,0,0,0,0,0,0,0,Protector,Upgrade,5,5
3874,Mumbai,1,mid,2.16,3,13,15,0,0,0,0,0,0,0,0,0,Protector,Upgrade,11,14
3875,Varanasi,3,young,0.75,1,7,27,5,1,1,0,1,0,1,1,0,Exiter,Churn,72,75
3876,Chennai,1,young,1.88,2,24,4,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
3877,Kolkata,1,mid,3.9,3,7,43,3,1,1,0,1,0,0,0,0,Exiter,Withdraw,70,69
3878,Pune,1,mid,2.44,3,1,36,2,0,1,0,1,0,0,0,0,Exiter,Withdraw,54,56
3879,Chennai,1,mid,7.01,1,12,10,2,1,0,0,0,0,1,0,0,Exiter,Churn,34,34
3880,Trivandrum,3,senior,1.29,3,10,9,2,0,0,0,1,0,0,0,1,Protector,Renew,10,7
3881,Agra,3,mid,1.13,1,2,4,4,1,0,1,1,0,0,1,0,Exiter,Churn,62,66
3882,Ahmedabad,1,senior,5.24,1,19,34,3,0,1,0,1,0,1,0,0,Exiter,Churn,40,40
3883,Jaipur,2,senior,10.42,1,1,33,4,1,1,1,0,1,0,0,0,Exiter,Withdraw,100,100
3884,Mumbai,1,senior,1.54,3,13,9,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,36,39
3885,Hyderabad,1,mid,2.0,1,15,9,2,1,0,0,1,0,0,0,0,Protector,Upgrade,28,27
3886,Indore,2,young,4.95,3,5,30,1,0,1,0,0,0,0,0,0,Exiter,Withdraw,45,38
3887,Bengaluru,1,mid,6.7,1,13,19,1,0,0,0,0,0,0,0,1,Optimizer,Upgrade,7,9
3888,Pune,1,senior,4.42,3,21,3,0,0,0,0,0,0,0,0,0,Protector,Renew,4,4
3889,Chennai,1,mid,2.89,1,15,24,3,1,0,0,1,0,1,0,0,Exiter,Churn,41,42
3890,Indore,2,mid,1.02,1,24,10,4,0,0,1,1,0,1,0,1,Protector,Withdraw,24,23
3891,Kolkata,1,mid,15.71,1,11,4,1,0,0,0,1,0,0,0,0,Protector,Renew,10,6
3892,Jaipur,2,mid,4.1,2,24,1,2,0,0,0,1,0,1,0,0,Protector,Renew,6,9
3893,Mumbai,1,mid,1.62,4,7,4,4,1,0,1,1,0,0,0,1,Exiter,Withdraw,58,53
3894,Mumbai,1,young,9.53,2,16,4,2,0,0,1,0,1,0,0,0,Protector,Renew,25,18
3895,Indore,2,mid,3.95,2,11,11,1,0,0,0,0,0,0,1,0,Optimizer,Upgrade,6,9
3896,Bengaluru,1,mid,0.51,1,10,17,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,40,38
3897,Indore,2,mid,3.39,1,6,2,1,1,0,0,0,0,0,0,0,Exiter,Churn,37,41
3898,Kolkata,1,mid,4.65,1,22,8,1,0,0,0,1,0,0,0,0,Protector,Upgrade,1,0
3899,Delhi,1,mid,20.0,1,28,1,3,1,0,1,1,0,0,0,0,Exiter,Churn,54,54
3900,Chandigarh,2,young,1.72,1,25,6,2,0,0,0,0,1,0,1,0,Protector,Renew,0,1
3901,Varanasi,3,senior,0.75,1,23,1,0,0,0,0,0,0,0,0,0,Protector,Renew,2,5
3902,Chennai,1,young,9.28,1,12,32,2,0,1,0,1,0,0,0,0,Exiter,Churn,37,39
3903,Kochi,2,senior,1.01,1,28,9,3,0,0,0,1,0,1,1,0,Protector,Renew,3,2
3904,Bengaluru,1,senior,10.45,3,17,5,3,0,0,0,1,0,1,0,1,Protector,Renew,14,19
3905,Patna,3,young,1.97,2,21,16,3,0,0,0,1,1,0,0,1,Anxious Saver,Renew,18,14
3906,Delhi,1,mid,1.4,2,20,6,3,1,0,0,1,0,0,1,0,Protector,Renew,31,33
3907,Delhi,1,mid,14.32,2,1,6,3,0,0,1,1,0,0,1,0,Exiter,Churn,40,38
3908,Mumbai,1,mid,3.24,2,7,3,2,1,0,0,1,0,0,0,0,Exiter,Churn,43,42
3909,Agra,3,mid,1.52,1,9,6,1,0,0,1,0,0,0,0,0,Protector,Renew,29,27
3910,Vadodara,2,senior,4.13,3,22,7,0,0,0,0,0,0,0,0,0,Protector,Upgrade,0,1
3911,Indore,2,young,0.92,4,21,1,1,0,0,0,1,0,0,0,0,Protector,Upgrade,7,9
3912,Bhopal,3,mid,2.52,3,28,9,3,0,0,1,1,0,0,0,1,Protector,Renew,21,22
3913,Kolkata,1,young,4.93,1,3,20,3,1,0,1,0,0,1,0,0,Exiter,Withdraw,72,72
3914,Kolkata,1,mid,9.56,4,9,2,3,1,0,0,1,0,0,1,0,Optimizer,Upgrade,29,31
3915,Delhi,1,young,5.62,2,11,1,1,0,0,1,0,0,0,0,0,Protector,Renew,22,26
3916,Coimbatore,2,mid,2.47,1,23,7,1,1,0,0,0,0,0,0,0,Exiter,Churn,21,24
3917,Coimbatore,2,mid,3.3,2,7,5,2,1,0,0,1,0,0,0,0,Exiter,Churn,50,46
3918,Ahmedabad,1,senior,9.64,1,20,5,2,0,0,0,1,1,0,0,0,Protector,Renew,7,3
3919,Nagpur,2,young,2.31,2,30,13,2,1,0,0,0,1,0,0,0,Anxious Saver,Churn,37,37
3920,Indore,2,mid,1.24,4,23,4,2,0,0,0,0,1,0,0,1,Anxious Saver,Churn,1,0
3921,Kolkata,1,mid,8.41,1,16,3,5,0,0,1,1,1,0,1,1,Optimizer,Renew,32,31
3922,Ahmedabad,1,mid,6.36,1,27,16,1,0,0,0,1,0,0,0,0,Protector,Renew,8,5
3923,Lucknow,2,young,3.94,2,3,12,3,1,0,0,0,1,1,0,0,Anxious Saver,Renew,62,60
3924,Pune,1,young,2.1,1,15,12,3,0,0,1,1,0,0,0,1,Protector,Renew,23,21
3925,Pune,1,mid,6.91,3,21,2,1,0,0,0,0,0,1,0,0,Optimizer,Upgrade,1,5
3926,Trivandrum,3,senior,3.14,2,17,4,1,0,0,0,0,0,1,0,0,Optimizer,Upgrade,17,19
3927,Nagpur,2,mid,3.56,2,13,5,4,0,0,0,1,0,1,1,1,Optimizer,Renew,19,20
3928,Bengaluru,1,mid,5.12,2,12,2,0,0,0,0,0,0,0,0,0,Protector,Renew,4,8
